Problema,Tipo
hay 83 niños en clase y se van 49 ¿Cuantos niños quedan?,Resta
Cesar tiene 26 coco y Francisco tiene 28 ciruela ¿Cuantos frutas hay en total?,Suma
jose tiene 44 animales y añade 88 animales ¿Cuantos hay al final ?,Suma
Julio tiene 36 balones de tenis y Celeste tiene 7 balones de futbol ¿Cuantos balones hay en total?,Suma
programador tiene 53 animales y le extraen 28 animales ¿Cuantos tiene al final?,Resta
Lorena tiene 88 platano y Gustavo tiene 11 sandias ¿Cuantos frutas hay en total?,Suma
un profesor tiene 94 carteras y resta 81 carteras ¿Cuantos le queda?,Resta
Julio tiene 44 manzanas y Pablo tiene 74 sandias ¿Cuantos frutas hay en total?,Suma
hay 78 pajaros en un arbol y se van volando 99 ¿Cuantos pajaros quedan?,Resta
Juan tiene 1 toronjas y Francisco tiene 80 uvas ¿Cuantos frutas hay en total?,Suma
un albañil tiene 94 mesas y le extraen 33 mesas ¿Cuantos tiene al final?,Resta
Lorena tiene 94 balones de futbol y Julio tiene 87 balones de basquet ¿Cuantos balones hay en total?,Suma
un perro tiene 91 pajaros y añade 23 pajaros ¿Cuantos hay al final ?,Suma
hay 73 tortillas en una mesa y se comen 19 ¿Cuantos tortillas quedan?,Resta
Cesar tiene 62 balones de futbol y Roberto tiene 75 balones de basquet ¿Cuantos balones hay en total?,Suma
cirujano tiene 85 pajaros y incluye 47 pajaros ¿Cuantos hay al final ?,Suma
un policia tiene 65 animales y le extraen 35 animales ¿Cuanto queda?,Resta
un profesor tiene 19 piedras y suma 22 piedras ¿Cuantos hay al final ?,Suma
hay 8 niños en clase y se van 68 ¿Cuantos niños quedan?,Resta
hay 71 pajaros en un arbol y se van volando 5 ¿Cuantos pajaros quedan?,Resta
Roberto tiene 95 balones de basquet y Celeste tiene 10 balones de futbol ¿Cuantos balones hay en total?,Suma
paloma tiene 25 pajaros y incluye 20 pajaros ¿Cuantos tienen entre los dos?,Suma
hay 97 niños en clase y se van 49 ¿Cuantos niños quedan?,Resta
hay 85 niños en clase y se van 97 ¿Cuantos niños quedan?,Resta
Enrique tiene 98 moviles y resta 76 moviles ¿Cuanto queda?,Resta
una actriz tiene 15 unidades y le dan 60 unidades ¿Cuantos tienen entre los dos?,Suma
un mecanico tiene 89 pajaros y resta 72 pajaros ¿Cuantos tiene al final?,Resta
paloma tiene 75 animales y añade 61 animales ¿Cuantos hay en total?,Suma
Ana tiene 32 ciruela y Pablo tiene 93 sandias ¿Cuantos frutas hay en total?,Suma
Francisco tiene 61 balones de voley y Lucas tiene 55 balones de voley ¿Cuantos balones hay en total?,Suma
hay 84 niños en clase y se van 68 ¿Cuantos niños quedan?,Resta
Francisco tiene 55 papayas y Ana tiene 9 uvas ¿Cuantos frutas hay en total?,Suma
un mecanico tiene 75 mesas y le extraen 69 mesas ¿Cuanto queda?,Resta
programador tiene 81 pajaros y resta 32 pajaros ¿Cuantos le queda?,Resta
programador tiene 42 pajaros y añade 40 pajaros ¿Cuantos hay al final ?,Suma
un obrero tiene 72 relojes y añade 94 relojes ¿Cuantos hay al final ?,Suma
Pedro tiene 33 balones de basquet y Juan tiene 44 balones de voley ¿Cuantos balones hay en total?,Suma
hay 36 niños en clase y se van 58 ¿Cuantos niños quedan?,Resta
jose tiene 11 relojes y le entregan 96 relojes ¿Cuantos hay al final ?,Suma
Enrique tiene 31 pajaros y suma 43 pajaros ¿Cuantos hay en total?,Suma
hay 11 tortillas en una mesa y se comen 79 ¿Cuantos tortillas quedan?,Resta
hay 22 pajaros en un arbol y se van volando 52 ¿Cuantos pajaros quedan?,Resta
hay 73 tortillas en una mesa y se comen 93 ¿Cuantos tortillas quedan?,Resta
Francisco tiene 81 ciruela y Ana tiene 6 sandias ¿Cuantos frutas hay en total?,Suma
programador tiene 24 teles y con una diferencia 18 teles ¿Cuantos le queda?,Resta
un obrero tiene 5 canicas y le dan 2 canicas ¿Cuantos hay al final ?,Suma
hay 13 niños en clase y se van 13 ¿Cuantos niños quedan?,Resta
paloma tiene 37 teles y añade 13 teles ¿Cuantos tienen entre los dos?,Suma
un camarero tiene 99 relojes y le quitan 88 relojes ¿Cuantos le queda?,Resta
hay 75 pajaros en un arbol y se van volando 27 ¿Cuantos pajaros quedan?,Resta
Juan tiene 70 toronjas y Pablo tiene 5 toronjas ¿Cuantos frutas hay en total?,Suma
un mecanico tiene 88 lapices y le extraen 29 lapices ¿Cuantos tiene al final?,Resta
una actriz tiene 36 mesas y le quitan 9 mesas ¿Cuanto queda?,Resta
pablito  tiene 89 mesas y suma 41 mesas ¿Cuantos tienen entre los dos?,Suma
Una azafata tiene 88 balones y excluye 64 balones ¿Cuantos le queda?,Resta
Roberto tiene 83 balones de basquet y Gustavo tiene 24 balones de futbol ¿Cuantos balones hay en total?,Suma
hay 12 pajaros en un arbol y se van volando 51 ¿Cuantos pajaros quedan?,Resta
un camarero tiene 4 animales y le entregan 96 animales ¿Cuantos hay en total?,Suma
hay 53 niños en clase y se van 31 ¿Cuantos niños quedan?,Resta
un actor tiene 82 animales y excluye 18 animales ¿Cuanto queda?,Resta
Francisco tiene 37 ciruela y Pablo tiene 5 uvas ¿Cuantos frutas hay en total?,Suma
un obrero tiene 60 teles y con una diferencia 49 teles ¿Cuanto queda?,Resta
hay 64 pajaros en un arbol y se van volando 79 ¿Cuantos pajaros quedan?,Resta
Federico tiene 96 balones de rugby y Roberto tiene 18 balones de basquet ¿Cuantos balones hay en total?,Suma
pablito  tiene 56 coches y le extraen 34 coches ¿Cuantos le queda?,Resta
pablito  tiene 68 carteras y le entregan 96 carteras ¿Cuantos hay en total?,Suma
hay 84 niños en clase y se van 34 ¿Cuantos niños quedan?,Resta
Francisco tiene 42 balones de futbol y Federico tiene 42 balones de futbol ¿Cuantos balones hay en total?,Suma
hay 65 tortillas en una mesa y se comen 88 ¿Cuantos tortillas quedan?,Resta
un mecanico tiene 45 frutas y le dan 36 frutas ¿Cuantos hay al final ?,Suma
un perro tiene 26 animales y le dan 80 animales ¿Cuantos tienen entre los dos?,Suma
profesor tiene 48 frutas y resta 5 frutas ¿Cuanto queda?,Resta
Una azafata tiene 24 relojes y suma 18 relojes ¿Cuantos tienen entre los dos?,Suma
Roberto tiene 6 platano y Lucas tiene 17 toronjas ¿Cuantos frutas hay en total?,Suma
medico tiene 66 carteras y le extraen 27 carteras ¿Cuanto queda?,Resta
Ana tiene 97 balones de futbol y Pablo tiene 79 balones de voley ¿Cuantos balones hay en total?,Suma
Cesar tiene 16 coco y Gustavo tiene 23 uvas ¿Cuantos frutas hay en total?,Suma
Roberto tiene 21 papayas y Ana tiene 79 uvas ¿Cuantos frutas hay en total?,Suma
medico tiene 70 teles y con una diferencia 35 teles ¿Cuantos le queda?,Resta
hay 60 niños en clase y se van 43 ¿Cuantos niños quedan?,Resta
Una azafata tiene 44 lapices y le quitan 12 lapices ¿Cuanto queda?,Resta
Roberto tiene 56 papayas y Pablo tiene 45 platano ¿Cuantos frutas hay en total?,Suma
un profesor tiene 12 carteras y añade 91 carteras ¿Cuantos hay al final ?,Suma
hay 62 pajaros en un arbol y se van volando 56 ¿Cuantos pajaros quedan?,Resta
hay 7 tortillas en una mesa y se comen 3 ¿Cuantos tortillas quedan?,Resta
Juan tiene 40 coco y Pablo tiene 95 uvas ¿Cuantos frutas hay en total?,Suma
hay 51 niños en clase y se van 29 ¿Cuantos niños quedan?,Resta
un camarero tiene 36 moviles y suma 13 moviles ¿Cuantos hay al final ?,Suma
Enrique tiene 98 animales y incluye 82 animales ¿Cuantos hay en total?,Suma
perro tiene 96 balones y suma 22 balones ¿Cuantos hay al final ?,Suma
Pedro tiene 38 uvas y Roberto tiene 71 platano ¿Cuantos frutas hay en total?,Suma
hay 1 niños en clase y se van 82 ¿Cuantos niños quedan?,Resta
perro tiene 20 carteras y le entregan 10 carteras ¿Cuantos hay al final ?,Suma
hay 92 pajaros en un arbol y se van volando 26 ¿Cuantos pajaros quedan?,Resta
perro tiene 81 pajaros y le entregan 80 pajaros ¿Cuantos tienen entre los dos?,Suma
Un carpitero tiene 84 balones y suma 4 balones ¿Cuantos tienen entre los dos?,Suma
un profesor tiene 82 relojes y resta 34 relojes ¿Cuantos le queda?,Resta
Roberto tiene 98 balones de tenis y Gustavo tiene 84 balones de futbol ¿Cuantos balones hay en total?,Suma
jose tiene 37 frutas y le entregan 59 frutas ¿Cuantos hay en total?,Suma
hay 54 tortillas en una mesa y se comen 62 ¿Cuantos tortillas quedan?,Resta
un mecanico tiene 51 coches y con una diferencia 35 coches ¿Cuanto queda?,Resta
jose tiene 12 frutas y con una diferencia 3 frutas ¿Cuantos tiene al final?,Resta
Francisco tiene 100 balones de rugby y Pablo tiene 30 balones de futbol ¿Cuantos balones hay en total?,Suma
un mecanico tiene 37 frutas y excluye 35 frutas ¿Cuantos tiene al final?,Resta
hay 28 niños en clase y se van 73 ¿Cuantos niños quedan?,Resta
un profesor tiene 42 piedras y le entregan 79 piedras ¿Cuantos hay en total?,Suma
un mecanico tiene 78 canicas y incluye 29 canicas ¿Cuantos hay al final ?,Suma
hay 59 tortillas en una mesa y se comen 45 ¿Cuantos tortillas quedan?,Resta
Pedro tiene 11 balones de voley y Pablo tiene 90 balones de rugby ¿Cuantos balones hay en total?,Suma
Pedro tiene 80 papayas y Lorena tiene 39 melocotones ¿Cuantos frutas hay en total?,Suma
programador tiene 91 pajaros y añade 86 pajaros ¿Cuantos hay al final ?,Suma
un perro tiene 57 lapices y añade 20 lapices ¿Cuantos hay en total?,Suma
un albañil tiene 30 moviles y añade 42 moviles ¿Cuantos hay en total?,Suma
un obrero tiene 13 mesas y le quitan 1 mesas ¿Cuanto queda?,Resta
una actriz tiene 75 teles y excluye 15 teles ¿Cuanto queda?,Resta
hay 85 tortillas en una mesa y se comen 80 ¿Cuantos tortillas quedan?,Resta
Julio tiene 63 sandias y Gustavo tiene 70 sandias ¿Cuantos frutas hay en total?,Suma
Francisco tiene 35 toronjas y Roberto tiene 6 toronjas ¿Cuantos frutas hay en total?,Suma
Pedro tiene 86 balones de futbol y Cesar tiene 11 balones de basquet ¿Cuantos balones hay en total?,Suma
un policia tiene 20 pajaros y añade 42 pajaros ¿Cuantos hay en total?,Suma
Cesar tiene 26 peras y Pablo tiene 64 sandias ¿Cuantos frutas hay en total?,Suma
Un carpitero tiene 79 teles y le extraen 8 teles ¿Cuanto queda?,Resta
Una azafata tiene 51 animales y le extraen 4 animales ¿Cuanto queda?,Resta
hay 52 niños en clase y se van 89 ¿Cuantos niños quedan?,Resta
hay 14 tortillas en una mesa y se comen 93 ¿Cuantos tortillas quedan?,Resta
hay 34 niños en clase y se van 94 ¿Cuantos niños quedan?,Resta
hay 12 pajaros en un arbol y se van volando 47 ¿Cuantos pajaros quedan?,Resta
hay 66 niños en clase y se van 21 ¿Cuantos niños quedan?,Resta
hay 67 tortillas en una mesa y se comen 1 ¿Cuantos tortillas quedan?,Resta
una actriz tiene 47 unidades y incluye 35 unidades ¿Cuantos tienen entre los dos?,Suma
profesor tiene 75 coches y incluye 64 coches ¿Cuantos hay en total?,Suma
fontanero tiene 77 teles y le entregan 91 teles ¿Cuantos tienen entre los dos?,Suma
un obrero tiene 56 teles y añade 98 teles ¿Cuantos tienen entre los dos?,Suma
perro tiene 53 relojes y excluye 14 relojes ¿Cuanto queda?,Resta
hay 6 pajaros en un arbol y se van volando 16 ¿Cuantos pajaros quedan?,Resta
una actriz tiene 72 sillas y añade 3 sillas ¿Cuantos tienen entre los dos?,Suma
un bombero tiene 53 relojes y le quitan 17 relojes ¿Cuanto queda?,Resta
un obrero tiene 66 relojes y incluye 89 relojes ¿Cuantos tienen entre los dos?,Suma
Pedro tiene 94 balones de rugby y Lorena tiene 25 balones de tenis ¿Cuantos balones hay en total?,Suma
jose tiene 92 moviles y le extraen 66 moviles ¿Cuantos tiene al final?,Resta
Federico tiene 83 balones de voley y Lorena tiene 27 balones de voley ¿Cuantos balones hay en total?,Suma
Lucas tiene 81 manzanas y Celeste tiene 53 platano ¿Cuantos frutas hay en total?,Suma
profesor tiene 72 mesas y excluye 49 mesas ¿Cuantos tiene al final?,Resta
una actriz tiene 59 moviles y le quitan 29 moviles ¿Cuantos tiene al final?,Resta
hay 41 pajaros en un arbol y se van volando 8 ¿Cuantos pajaros quedan?,Resta
paloma tiene 3 frutas y resta 1 frutas ¿Cuantos le queda?,Resta
Julio tiene 15 papayas y Gustavo tiene 61 papayas ¿Cuantos frutas hay en total?,Suma
Cesar tiene 76 platano y Julio tiene 1 manzanas ¿Cuantos frutas hay en total?,Suma
hay 29 niños en clase y se van 64 ¿Cuantos niños quedan?,Resta
un obrero tiene 53 pajaros y le extraen 27 pajaros ¿Cuantos tiene al final?,Resta
hay 41 tortillas en una mesa y se comen 94 ¿Cuantos tortillas quedan?,Resta
Julio tiene 10 balones de basquet y Lucas tiene 68 balones de voley ¿Cuantos balones hay en total?,Suma
un bombero tiene 82 sillas y con una diferencia 10 sillas ¿Cuantos le queda?,Resta
un obrero tiene 83 pajaros y le quitan 46 pajaros ¿Cuantos le queda?,Resta
Roberto tiene 71 toronjas y Celeste tiene 80 uvas ¿Cuantos frutas hay en total?,Suma
pablito  tiene 87 pajaros y excluye 44 pajaros ¿Cuantos le queda?,Resta
hay 41 pajaros en un arbol y se van volando 25 ¿Cuantos pajaros quedan?,Resta
hay 28 pajaros en un arbol y se van volando 96 ¿Cuantos pajaros quedan?,Resta
programador tiene 53 animales y resta 36 animales ¿Cuanto queda?,Resta
Cesar tiene 45 balones de voley y Francisco tiene 94 balones de futbol ¿Cuantos balones hay en total?,Suma
un bombero tiene 79 frutas y le entregan 23 frutas ¿Cuantos hay en total?,Suma
hay 38 tortillas en una mesa y se comen 49 ¿Cuantos tortillas quedan?,Resta
un perro tiene 84 mesas y resta 71 mesas ¿Cuanto queda?,Resta
Celeste tiene 63 ciruela y Lorena tiene 3 ciruela ¿Cuantos frutas hay en total?,Suma
un cirujano tiene 37 canicas y le quitan 11 canicas ¿Cuantos tiene al final?,Resta
Federico tiene 53 balones de basquet y Ana tiene 74 balones de basquet ¿Cuantos balones hay en total?,Suma
Roberto tiene 83 balones de voley y Juan tiene 8 balones de basquet ¿Cuantos balones hay en total?,Suma
un perro tiene 80 pajaros y resta 65 pajaros ¿Cuantos le queda?,Resta
Celeste tiene 18 coco y Cesar tiene 43 manzanas ¿Cuantos frutas hay en total?,Suma
Cesar tiene 78 balones de basquet y Ana tiene 59 balones de rugby ¿Cuantos balones hay en total?,Suma
un actor tiene 49 coches y suma 10 coches ¿Cuantos hay al final ?,Suma
Celeste tiene 7 balones de voley y Lucas tiene 31 balones de basquet ¿Cuantos balones hay en total?,Suma
medico tiene 26 canicas y resta 19 canicas ¿Cuantos le queda?,Resta
hay 75 tortillas en una mesa y se comen 76 ¿Cuantos tortillas quedan?,Resta
Un carpitero tiene 44 pajaros y le quitan 26 pajaros ¿Cuantos le queda?,Resta
hay 34 pajaros en un arbol y se van volando 78 ¿Cuantos pajaros quedan?,Resta
Lucas tiene 22 melocotones y Ana tiene 44 manzanas ¿Cuantos frutas hay en total?,Suma
fontanero tiene 75 frutas y excluye 5 frutas ¿Cuantos tiene al final?,Resta
hay 99 niños en clase y se van 58 ¿Cuantos niños quedan?,Resta
un obrero tiene 62 pajaros y incluye 33 pajaros ¿Cuantos hay en total?,Suma
hay 34 niños en clase y se van 16 ¿Cuantos niños quedan?,Resta
Francisco tiene 17 manzanas y Julio tiene 81 manzanas ¿Cuantos frutas hay en total?,Suma
hay 66 tortillas en una mesa y se comen 67 ¿Cuantos tortillas quedan?,Resta
pablito  tiene 34 lapices y añade 54 lapices ¿Cuantos hay al final ?,Suma
Una azafata tiene 93 moviles y excluye 72 moviles ¿Cuanto queda?,Resta
Julio tiene 80 platano y Celeste tiene 11 melocotones ¿Cuantos frutas hay en total?,Suma
hay 39 pajaros en un arbol y se van volando 55 ¿Cuantos pajaros quedan?,Resta
jose tiene 74 relojes y incluye 30 relojes ¿Cuantos hay al final ?,Suma
ingeniero tiene 77 frutas y incluye 84 frutas ¿Cuantos hay al final ?,Suma
Lorena tiene 36 balones de tenis y Julio tiene 46 balones de tenis ¿Cuantos balones hay en total?,Suma
un profesor tiene 91 coches y le extraen 5 coches ¿Cuanto queda?,Resta
hay 24 niños en clase y se van 13 ¿Cuantos niños quedan?,Resta
un obrero tiene 56 lapices y le extraen 51 lapices ¿Cuantos tiene al final?,Resta
Ana tiene 42 balones de rugby y Pedro tiene 87 balones de tenis ¿Cuantos balones hay en total?,Suma
un perro tiene 11 mesas y le dan 74 mesas ¿Cuantos hay en total?,Suma
hay 48 tortillas en una mesa y se comen 92 ¿Cuantos tortillas quedan?,Resta
hay 26 niños en clase y se van 83 ¿Cuantos niños quedan?,Resta
ingeniero tiene 34 unidades y le dan 63 unidades ¿Cuantos tienen entre los dos?,Suma
Cesar tiene 94 toronjas y Roberto tiene 82 melocotones ¿Cuantos frutas hay en total?,Suma
hay 14 tortillas en una mesa y se comen 92 ¿Cuantos tortillas quedan?,Resta
Lorena tiene 38 coco y Juan tiene 85 sandias ¿Cuantos frutas hay en total?,Suma
un camarero tiene 83 mesas y incluye 77 mesas ¿Cuantos hay en total?,Suma
un mecanico tiene 48 teles y le dan 11 teles ¿Cuantos hay al final ?,Suma
fontanero tiene 88 teles y incluye 57 teles ¿Cuantos hay en total?,Suma
hay 79 pajaros en un arbol y se van volando 50 ¿Cuantos pajaros quedan?,Resta
Pablo tiene 62 sandias y Ana tiene 10 manzanas ¿Cuantos frutas hay en total?,Suma
hay 69 pajaros en un arbol y se van volando 96 ¿Cuantos pajaros quedan?,Resta
hay 90 tortillas en una mesa y se comen 20 ¿Cuantos tortillas quedan?,Resta
Francisco tiene 56 manzanas y Ana tiene 85 papayas ¿Cuantos frutas hay en total?,Suma
hay 34 pajaros en un arbol y se van volando 99 ¿Cuantos pajaros quedan?,Resta
un policia tiene 27 unidades y incluye 2 unidades ¿Cuantos hay en total?,Suma
Enrique tiene 71 teles y suma 100 teles ¿Cuantos tienen entre los dos?,Suma
un obrero tiene 83 pajaros y le extraen 75 pajaros ¿Cuanto queda?,Resta
pablito  tiene 75 piedras y incluye 45 piedras ¿Cuantos hay al final ?,Suma
Pedro tiene 91 toronjas y Gustavo tiene 79 papayas ¿Cuantos frutas hay en total?,Suma
hay 72 tortillas en una mesa y se comen 18 ¿Cuantos tortillas quedan?,Resta
hay 74 pajaros en un arbol y se van volando 30 ¿Cuantos pajaros quedan?,Resta
hay 33 tortillas en una mesa y se comen 23 ¿Cuantos tortillas quedan?,Resta
un policia tiene 91 canicas y resta 15 canicas ¿Cuanto queda?,Resta
Celeste tiene 70 platano y Roberto tiene 81 sandias ¿Cuantos frutas hay en total?,Suma
Cesar tiene 53 melocotones y Pablo tiene 8 uvas ¿Cuantos frutas hay en total?,Suma
Julio tiene 27 balones de futbol y Roberto tiene 89 balones de tenis ¿Cuantos balones hay en total?,Suma
Pedro tiene 57 balones de basquet y Celeste tiene 36 balones de rugby ¿Cuantos balones hay en total?,Suma
Lorena tiene 38 balones de basquet y Celeste tiene 13 balones de tenis ¿Cuantos balones hay en total?,Suma
un bombero tiene 45 teles y le extraen 7 teles ¿Cuanto queda?,Resta
