Problema,Respuesta
hay 14 niños en clase y se van 69 ¿Cuantos niños quedan?,Quedan 55 niños
medico tiene 57 mesas y añade 3 mesas ¿Cuantos hay al final ?,Al final hay 60 mesas
cirujano tiene 72 moviles y resta 70 moviles ¿Cuanto queda?,Queda 2 moviles
un obrero tiene 1 carteras y suma 62 carteras ¿Cuantos hay al final ?,Al final hay 63 carteras
hay 38 niños en clase y se van 19 ¿Cuantos niños quedan?,Quedan 19 niños
Francisco tiene 53 uvas y Lucas tiene 63 platano ¿Cuantos frutas hay en total?,En total hay 116 frutas
Ana tiene 68 balones de voley y Lucas tiene 95 balones de tenis ¿Cuantos balones hay en total?,En total hay 163 balones
Celeste tiene 46 coco y Roberto tiene 55 coco ¿Cuantos frutas hay en total?,En total hay 101 frutas
Lucas tiene 44 balones de tenis y Juan tiene 84 balones de tenis ¿Cuantos balones hay en total?,En total hay 128 balones
Francisco tiene 36 manzanas y Pedro tiene 11 coco ¿Cuantos frutas hay en total?,En total hay 47 frutas
Ana tiene 98 balones de tenis y Julio tiene 54 balones de futbol ¿Cuantos balones hay en total?,En total hay 152 balones
hay 43 tortillas en una mesa y se comen 91 ¿Cuantos tortillas quedan?,Quedan 48 tortillas
fontanero tiene 51 mesas y añade 51 mesas ¿Cuantos tienen entre los dos?,Entre los dos tienen 102 mesas
Roberto tiene 44 toronjas y Gustavo tiene 34 toronjas ¿Cuantos frutas hay en total?,En total hay 78 frutas
Lucas tiene 45 sandias y Gustavo tiene 96 toronjas ¿Cuantos frutas hay en total?,En total hay 141 frutas
un profesor tiene 73 piedras y le extraen 1 piedras ¿Cuantos le queda?,Le queda 72 piedras
fontanero tiene 70 pajaros y le dan 90 pajaros ¿Cuantos tienen entre los dos?,Entre los dos tienen 160 pajaros
pablito  tiene 41 balones y le entregan 91 balones ¿Cuantos hay al final ?,Al final hay 132 balones
pablito  tiene 95 animales y le quitan 84 animales ¿Cuantos le queda?,Le queda 11 animales
hay 30 pajaros en un arbol y se van volando 94 ¿Cuantos pajaros quedan?,Quedan 64 pajaros
jose tiene 94 piedras y incluye 91 piedras ¿Cuantos hay en total?,En total hay 185 piedras
hay 37 pajaros en un arbol y se van volando 35 ¿Cuantos pajaros quedan?,Quedan 2 pajaros
Cesar tiene 34 peras y Lucas tiene 27 peras ¿Cuantos frutas hay en total?,En total hay 61 frutas
Una azafata tiene 97 pajaros y le dan 27 pajaros ¿Cuantos hay al final ?,Al final hay 124 pajaros
Cesar tiene 51 melocotones y Federico tiene 93 sandias ¿Cuantos frutas hay en total?,En total hay 144 frutas
hay 49 niños en clase y se van 23 ¿Cuantos niños quedan?,Quedan 26 niños
Julio tiene 25 platano y Lucas tiene 21 papayas ¿Cuantos frutas hay en total?,En total hay 46 frutas
hay 37 tortillas en una mesa y se comen 22 ¿Cuantos tortillas quedan?,Quedan 15 tortillas
Un carpitero tiene 63 animales y excluye 6 animales ¿Cuantos le queda?,Le queda 57 animales
hay 90 pajaros en un arbol y se van volando 5 ¿Cuantos pajaros quedan?,Quedan 85 pajaros
hay 85 niños en clase y se van 48 ¿Cuantos niños quedan?,Quedan 37 niños
un obrero tiene 42 pajaros y añade 63 pajaros ¿Cuantos hay en total?,En total hay 105 pajaros
Pablo tiene 67 sandias y Pedro tiene 48 sandias ¿Cuantos frutas hay en total?,En total hay 115 frutas
hay 76 tortillas en una mesa y se comen 12 ¿Cuantos tortillas quedan?,Quedan 64 tortillas
Enrique tiene 70 unidades y con una diferencia 38 unidades ¿Cuanto queda?,Queda 32 unidades
Federico tiene 4 balones de tenis y Gustavo tiene 99 balones de futbol ¿Cuantos balones hay en total?,En total hay 103 balones
hay 21 tortillas en una mesa y se comen 74 ¿Cuantos tortillas quedan?,Quedan 53 tortillas
hay 37 tortillas en una mesa y se comen 29 ¿Cuantos tortillas quedan?,Quedan 8 tortillas
hay 66 niños en clase y se van 20 ¿Cuantos niños quedan?,Quedan 46 niños
Federico tiene 75 balones de basquet y Pedro tiene 31 balones de rugby ¿Cuantos balones hay en total?,En total hay 106 balones
Francisco tiene 43 platano y Pedro tiene 31 papayas ¿Cuantos frutas hay en total?,En total hay 74 frutas
un cirujano tiene 53 sillas y excluye 13 sillas ¿Cuanto queda?,Queda 40 sillas
un policia tiene 55 lapices y le dan 6 lapices ¿Cuantos tienen entre los dos?,Entre los dos tienen 61 lapices
un obrero tiene 90 unidades y excluye 19 unidades ¿Cuanto queda?,Queda 71 unidades
un mecanico tiene 50 balones y le extraen 17 balones ¿Cuanto queda?,Queda 33 balones
fontanero tiene 75 canicas y resta 28 canicas ¿Cuantos tiene al final?,Al final tiene 47 canicas
Lucas tiene 63 balones de rugby y Ana tiene 32 balones de futbol ¿Cuantos balones hay en total?,En total hay 95 balones
perro tiene 59 sillas y excluye 12 sillas ¿Cuantos le queda?,Le queda 47 sillas
hay 86 niños en clase y se van 39 ¿Cuantos niños quedan?,Quedan 47 niños
hay 40 pajaros en un arbol y se van volando 42 ¿Cuantos pajaros quedan?,Quedan 2 pajaros
Julio tiene 8 balones de voley y Pedro tiene 17 balones de voley ¿Cuantos balones hay en total?,En total hay 25 balones
un perro tiene 67 piedras y le quitan 35 piedras ¿Cuanto queda?,Queda 32 piedras
un actor tiene 95 relojes y le extraen 6 relojes ¿Cuanto queda?,Queda 89 relojes
hay 54 niños en clase y se van 96 ¿Cuantos niños quedan?,Quedan 42 niños
hay 79 tortillas en una mesa y se comen 43 ¿Cuantos tortillas quedan?,Quedan 36 tortillas
Lucas tiene 90 balones de rugby y Celeste tiene 40 balones de basquet ¿Cuantos balones hay en total?,En total hay 130 balones
hay 19 pajaros en un arbol y se van volando 99 ¿Cuantos pajaros quedan?,Quedan 80 pajaros
pablito  tiene 95 sillas y suma 79 sillas ¿Cuantos hay al final ?,Al final hay 174 sillas
Enrique tiene 92 sillas y excluye 61 sillas ¿Cuanto queda?,Queda 31 sillas
hay 82 tortillas en una mesa y se comen 49 ¿Cuantos tortillas quedan?,Quedan 33 tortillas
Roberto tiene 43 manzanas y Gustavo tiene 27 peras ¿Cuantos frutas hay en total?,En total hay 70 frutas
programador tiene 92 pajaros y con una diferencia 65 pajaros ¿Cuanto queda?,Queda 27 pajaros
un mecanico tiene 27 unidades y resta 18 unidades ¿Cuantos le queda?,Le queda 9 unidades
Ana tiene 19 platano y Francisco tiene 88 ciruela ¿Cuantos frutas hay en total?,En total hay 107 frutas
un cirujano tiene 61 animales y le entregan 87 animales ¿Cuantos tienen entre los dos?,Entre los dos tienen 148 animales
Federico tiene 42 balones de rugby y Lorena tiene 6 balones de futbol ¿Cuantos balones hay en total?,En total hay 48 balones
hay 39 tortillas en una mesa y se comen 5 ¿Cuantos tortillas quedan?,Quedan 34 tortillas
hay 57 pajaros en un arbol y se van volando 26 ¿Cuantos pajaros quedan?,Quedan 31 pajaros
piloto tiene 74 carteras y suma 73 carteras ¿Cuantos tienen entre los dos?,Entre los dos tienen 147 carteras
Francisco tiene 21 coco y Celeste tiene 50 toronjas ¿Cuantos frutas hay en total?,En total hay 71 frutas
ingeniero tiene 69 frutas y con una diferencia 53 frutas ¿Cuantos tiene al final?,Al final tiene 16 frutas
hay 53 niños en clase y se van 44 ¿Cuantos niños quedan?,Quedan 9 niños
una actriz tiene 98 carteras y resta 36 carteras ¿Cuantos tiene al final?,Al final tiene 62 carteras
hay 3 niños en clase y se van 19 ¿Cuantos niños quedan?,Quedan 16 niños
Cesar tiene 67 balones de tenis y Federico tiene 18 balones de futbol ¿Cuantos balones hay en total?,En total hay 85 balones
Roberto tiene 94 coco y Federico tiene 89 toronjas ¿Cuantos frutas hay en total?,En total hay 183 frutas
un policia tiene 100 sillas y resta 94 sillas ¿Cuanto queda?,Queda 6 sillas
hay 84 pajaros en un arbol y se van volando 13 ¿Cuantos pajaros quedan?,Quedan 71 pajaros
un bombero tiene 82 sillas y añade 98 sillas ¿Cuantos tienen entre los dos?,Entre los dos tienen 180 sillas
Juan tiene 98 balones de tenis y Lucas tiene 12 balones de voley ¿Cuantos balones hay en total?,En total hay 110 balones
Un carpitero tiene 98 pajaros y resta 85 pajaros ¿Cuantos le queda?,Le queda 13 pajaros
hay 74 niños en clase y se van 59 ¿Cuantos niños quedan?,Quedan 15 niños
hay 69 pajaros en un arbol y se van volando 44 ¿Cuantos pajaros quedan?,Quedan 25 pajaros
un mecanico tiene 32 teles y excluye 31 teles ¿Cuantos tiene al final?,Al final tiene 1 teles
profesor tiene 75 balones y le quitan 33 balones ¿Cuantos le queda?,Le queda 42 balones
Pablo tiene 95 platano y Gustavo tiene 78 uvas ¿Cuantos frutas hay en total?,En total hay 173 frutas
un actor tiene 28 relojes y excluye 6 relojes ¿Cuantos le queda?,Le queda 22 relojes
piloto tiene 95 unidades y con una diferencia 16 unidades ¿Cuanto queda?,Queda 79 unidades
un policia tiene 19 lapices y le entregan 39 lapices ¿Cuantos tienen entre los dos?,Entre los dos tienen 58 lapices
Federico tiene 97 platano y Gustavo tiene 77 toronjas ¿Cuantos frutas hay en total?,En total hay 174 frutas
pablito  tiene 95 pajaros y excluye 86 pajaros ¿Cuanto queda?,Queda 9 pajaros
un obrero tiene 31 sillas y le extraen 2 sillas ¿Cuantos le queda?,Le queda 29 sillas
un profesor tiene 52 coches y incluye 13 coches ¿Cuantos hay al final ?,Al final hay 65 coches
hay 76 pajaros en un arbol y se van volando 65 ¿Cuantos pajaros quedan?,Quedan 11 pajaros
hay 19 niños en clase y se van 55 ¿Cuantos niños quedan?,Quedan 36 niños
Un carpitero tiene 98 sillas y resta 13 sillas ¿Cuantos tiene al final?,Al final tiene 85 sillas
hay 85 tortillas en una mesa y se comen 83 ¿Cuantos tortillas quedan?,Quedan 2 tortillas
hay 93 tortillas en una mesa y se comen 1 ¿Cuantos tortillas quedan?,Quedan 92 tortillas
Pablo tiene 93 sandias y Pedro tiene 90 sandias ¿Cuantos frutas hay en total?,En total hay 183 frutas
hay 53 niños en clase y se van 1 ¿Cuantos niños quedan?,Quedan 52 niños
un mecanico tiene 71 unidades y le quitan 51 unidades ¿Cuanto queda?,Queda 20 unidades
Francisco tiene 67 peras y Julio tiene 25 manzanas ¿Cuantos frutas hay en total?,En total hay 92 frutas
piloto tiene 49 relojes y le entregan 65 relojes ¿Cuantos hay al final ?,Al final hay 114 relojes
Roberto tiene 77 balones de basquet y Cesar tiene 76 balones de basquet ¿Cuantos balones hay en total?,En total hay 153 balones
un mecanico tiene 51 mesas y con una diferencia 38 mesas ¿Cuanto queda?,Queda 13 mesas
perro tiene 48 moviles y resta 25 moviles ¿Cuantos le queda?,Le queda 23 moviles
hay 84 tortillas en una mesa y se comen 52 ¿Cuantos tortillas quedan?,Quedan 32 tortillas
hay 64 niños en clase y se van 9 ¿Cuantos niños quedan?,Quedan 55 niños
un policia tiene 86 sillas y con una diferencia 47 sillas ¿Cuantos tiene al final?,Al final tiene 39 sillas
hay 43 pajaros en un arbol y se van volando 25 ¿Cuantos pajaros quedan?,Quedan 18 pajaros
un camarero tiene 65 balones y resta 32 balones ¿Cuantos le queda?,Le queda 33 balones
Enrique tiene 82 animales y le extraen 35 animales ¿Cuanto queda?,Queda 47 animales
hay 54 pajaros en un arbol y se van volando 58 ¿Cuantos pajaros quedan?,Quedan 4 pajaros
un obrero tiene 55 moviles y le dan 24 moviles ¿Cuantos tienen entre los dos?,Entre los dos tienen 79 moviles
hay 93 pajaros en un arbol y se van volando 5 ¿Cuantos pajaros quedan?,Quedan 88 pajaros
un albañil tiene 46 frutas y añade 95 frutas ¿Cuantos hay en total?,En total hay 141 frutas
un mecanico tiene 88 balones y excluye 34 balones ¿Cuanto queda?,Queda 54 balones
Lucas tiene 69 balones de basquet y Ana tiene 37 balones de futbol ¿Cuantos balones hay en total?,En total hay 106 balones
Julio tiene 69 coco y Gustavo tiene 35 manzanas ¿Cuantos frutas hay en total?,En total hay 104 frutas
hay 29 tortillas en una mesa y se comen 57 ¿Cuantos tortillas quedan?,Quedan 28 tortillas
Un carpitero tiene 95 moviles y le entregan 59 moviles ¿Cuantos hay al final ?,Al final hay 154 moviles
hay 35 niños en clase y se van 51 ¿Cuantos niños quedan?,Quedan 16 niños
hay 65 tortillas en una mesa y se comen 96 ¿Cuantos tortillas quedan?,Quedan 31 tortillas
Lucas tiene 62 balones de voley y Pablo tiene 92 balones de basquet ¿Cuantos balones hay en total?,En total hay 154 balones
un perro tiene 66 teles y resta 32 teles ¿Cuantos tiene al final?,Al final tiene 34 teles
pablito  tiene 60 carteras y le dan 67 carteras ¿Cuantos hay al final ?,Al final hay 127 carteras
hay 24 tortillas en una mesa y se comen 3 ¿Cuantos tortillas quedan?,Quedan 21 tortillas
hay 32 tortillas en una mesa y se comen 20 ¿Cuantos tortillas quedan?,Quedan 12 tortillas
hay 71 pajaros en un arbol y se van volando 89 ¿Cuantos pajaros quedan?,Quedan 18 pajaros
hay 30 tortillas en una mesa y se comen 41 ¿Cuantos tortillas quedan?,Quedan 11 tortillas
Julio tiene 79 balones de rugby y Juan tiene 67 balones de tenis ¿Cuantos balones hay en total?,En total hay 146 balones
Celeste tiene 4 balones de tenis y Julio tiene 4 balones de voley ¿Cuantos balones hay en total?,En total hay 8 balones
profesor tiene 26 animales y suma 55 animales ¿Cuantos hay en total?,En total hay 81 animales
hay 55 tortillas en una mesa y se comen 16 ¿Cuantos tortillas quedan?,Quedan 39 tortillas
un mecanico tiene 28 relojes y resta 20 relojes ¿Cuanto queda?,Queda 8 relojes
pablito  tiene 31 coches y le dan 1 coches ¿Cuantos tienen entre los dos?,Entre los dos tienen 32 coches
un profesor tiene 98 teles y le quitan 15 teles ¿Cuantos le queda?,Le queda 83 teles
Ana tiene 71 melocotones y Roberto tiene 29 manzanas ¿Cuantos frutas hay en total?,En total hay 100 frutas
hay 33 tortillas en una mesa y se comen 69 ¿Cuantos tortillas quedan?,Quedan 36 tortillas
un camarero tiene 18 balones y añade 45 balones ¿Cuantos hay al final ?,Al final hay 63 balones
Lorena tiene 33 balones de rugby y Julio tiene 13 balones de rugby ¿Cuantos balones hay en total?,En total hay 46 balones
hay 97 pajaros en un arbol y se van volando 53 ¿Cuantos pajaros quedan?,Quedan 44 pajaros
piloto tiene 99 sillas y con una diferencia 39 sillas ¿Cuantos tiene al final?,Al final tiene 60 sillas
Lucas tiene 1 sandias y Gustavo tiene 24 manzanas ¿Cuantos frutas hay en total?,En total hay 25 frutas
Un carpitero tiene 92 teles y resta 70 teles ¿Cuantos le queda?,Le queda 22 teles
Gustavo tiene 64 toronjas y Federico tiene 30 papayas ¿Cuantos frutas hay en total?,En total hay 94 frutas
un actor tiene 39 pajaros y incluye 30 pajaros ¿Cuantos hay al final ?,Al final hay 69 pajaros
hay 81 niños en clase y se van 48 ¿Cuantos niños quedan?,Quedan 33 niños
medico tiene 44 sillas y añade 61 sillas ¿Cuantos hay al final ?,Al final hay 105 sillas
hay 8 tortillas en una mesa y se comen 29 ¿Cuantos tortillas quedan?,Quedan 21 tortillas
profesor tiene 56 frutas y con una diferencia 21 frutas ¿Cuantos le queda?,Le queda 35 frutas
hay 16 pajaros en un arbol y se van volando 27 ¿Cuantos pajaros quedan?,Quedan 11 pajaros
Una azafata tiene 13 canicas y le entregan 11 canicas ¿Cuantos hay al final ?,Al final hay 24 canicas
un actor tiene 14 unidades y incluye 66 unidades ¿Cuantos hay al final ?,Al final hay 80 unidades
un cirujano tiene 24 relojes y incluye 100 relojes ¿Cuantos hay al final ?,Al final hay 124 relojes
un bombero tiene 12 relojes y incluye 28 relojes ¿Cuantos hay en total?,En total hay 40 relojes
piloto tiene 83 pajaros y con una diferencia 69 pajaros ¿Cuantos le queda?,Le queda 14 pajaros
Juan tiene 53 toronjas y Pedro tiene 16 sandias ¿Cuantos frutas hay en total?,En total hay 69 frutas
jose tiene 96 animales y con una diferencia 87 animales ¿Cuanto queda?,Queda 9 animales
un albañil tiene 78 canicas y le extraen 49 canicas ¿Cuantos tiene al final?,Al final tiene 29 canicas
hay 41 pajaros en un arbol y se van volando 63 ¿Cuantos pajaros quedan?,Quedan 22 pajaros
Juan tiene 64 balones de basquet y Cesar tiene 52 balones de rugby ¿Cuantos balones hay en total?,En total hay 116 balones
Lucas tiene 44 sandias y Celeste tiene 46 melocotones ¿Cuantos frutas hay en total?,En total hay 90 frutas
Lucas tiene 11 balones de tenis y Pedro tiene 17 balones de basquet ¿Cuantos balones hay en total?,En total hay 28 balones
hay 6 niños en clase y se van 2 ¿Cuantos niños quedan?,Quedan 4 niños
Cesar tiene 24 platano y Pablo tiene 65 toronjas ¿Cuantos frutas hay en total?,En total hay 89 frutas
un actor tiene 91 moviles y le dan 94 moviles ¿Cuantos hay al final ?,Al final hay 185 moviles
cirujano tiene 76 canicas y le extraen 61 canicas ¿Cuanto queda?,Queda 15 canicas
Celeste tiene 62 balones de tenis y Juan tiene 67 balones de futbol ¿Cuantos balones hay en total?,En total hay 129 balones
perro tiene 19 lapices y incluye 12 lapices ¿Cuantos hay en total?,En total hay 31 lapices
Enrique tiene 5 balones y suma 5 balones ¿Cuantos hay en total?,En total hay 10 balones
Federico tiene 62 balones de tenis y Gustavo tiene 47 balones de tenis ¿Cuantos balones hay en total?,En total hay 109 balones
hay 53 tortillas en una mesa y se comen 51 ¿Cuantos tortillas quedan?,Quedan 2 tortillas
programador tiene 75 lapices y excluye 10 lapices ¿Cuantos tiene al final?,Al final tiene 65 lapices
perro tiene 64 coches y incluye 28 coches ¿Cuantos hay al final ?,Al final hay 92 coches
hay 11 pajaros en un arbol y se van volando 38 ¿Cuantos pajaros quedan?,Quedan 27 pajaros
perro tiene 74 canicas y le entregan 14 canicas ¿Cuantos hay al final ?,Al final hay 88 canicas
Ana tiene 25 balones de basquet y Julio tiene 12 balones de futbol ¿Cuantos balones hay en total?,En total hay 37 balones
hay 80 tortillas en una mesa y se comen 71 ¿Cuantos tortillas quedan?,Quedan 9 tortillas
hay 57 pajaros en un arbol y se van volando 85 ¿Cuantos pajaros quedan?,Quedan 28 pajaros
un actor tiene 97 unidades y suma 61 unidades ¿Cuantos hay en total?,En total hay 158 unidades
